Handle,Command,Body HTML
standing-pilot-burner-for-natural-gas-with-left-single-tip-style,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q314A6094/U, left single-tip style.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>left tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q314A6094/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Left</li><li><strong>UPC:</strong> 085267066747</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
standing-pilot-burner-for-natural-gas-with-right-single-tip-style,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q314A6102/U, right single-tip style.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>right tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q314A6102/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Right</li><li><strong>UPC:</strong> 085267066754</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8205Q2795T is a two-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p>Two-stage firing lets the appliance run at part load for most of the season and only go to full rate when the load demands it. Longer, gentler burns hold temperature more evenly and cut the cycling losses that come with a single-stage burner switching hard on and off.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8205Q2795T/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Two-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267665131</li><li><strong>Category:</strong> Gas Valves</li></ul>"
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,"<p>The VR9205Q1507 is a two-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p>Two-stage firing lets the appliance run at part load for most of the season and only go to full rate when the load demands it. Longer, gentler burns hold temperature more evenly and cut the cycling losses that come with a single-stage burner switching hard on and off.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR9205Q1507/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Two-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267873512</li><li><strong>Category:</strong> Gas Valves</li></ul>"
two-stage-gas-controls-for-direct-ignition-appliance-3-4-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8305Q4500 is a two-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 3/4 in x 3/4 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p>Two-stage firing lets the appliance run at part load for most of the season and only go to full rate when the load demands it. Longer, gentler burns hold temperature more evenly and cut the cycling losses that come with a single-stage burner switching hard on and off.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8305Q4500/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Two-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 3/4 in x 3/4 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267792769</li><li><strong>Category:</strong> Gas Valves</li></ul>"
two-stage-gas-controls-for-direct-spark-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8205Q2787T is a two-stage gas control valve from Resideo (Honeywell Home) for direct spark ignition appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct spark ignition</strong> lights the main burner with a spark electrode and proves the flame by rectification, with no pilot in the system at all.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p>Two-stage firing lets the appliance run at part load for most of the season and only go to full rate when the load demands it. Longer, gentler burns hold temperature more evenly and cut the cycling losses that come with a single-stage burner switching hard on and off.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8205Q2787T/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct spark ignition</li><li><strong>Staging:</strong> Two-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267647212</li><li><strong>Category:</strong> Gas Valves</li></ul>"
two-stage-lp-to-natural-gas-conversion-kit-3-in-wc-to-5-in-wc-adjustment-range,UPDATE,"<p>LP to natural gas conversion kit from Resideo (Honeywell Home), part number 396025/U, for two stage gas valves, changing the manifold setting from 3 in WC to 5 in WC.</p><p>Converting an appliance between natural gas and propane is not a setting change. The two fuels carry very different energy per cubic foot and run at different manifold pressures, so the conversion swaps the metering parts in the valve and resets the regulator to the pressure the other fuel needs.</p><p>Going from propane to natural gas means opening the appliance up: natural gas carries roughly a third of the heating value per cubic foot, so the orifice has to pass considerably more volume to deliver the same input.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 396025/U</li><li><strong>Conversion:</strong> LP to natural gas</li><li><strong>Valve staging:</strong> Two Stage</li><li><strong>Manifold pressure:</strong> 3 in WC to 5 in WC</li><li><strong>Category:</strong> Gas Conversion Kits</li></ul>"
two-stage-natural-to-lp-gas-conversion-kit-8-in-wc-to-11-in-wc-adjustment-range,UPDATE,"<p>Natural gas to LP conversion kit from Resideo (Honeywell Home), part number 396021/U, for two stage gas valves, changing the manifold setting from 8 in WC to 11 in WC.</p><p>Converting an appliance between natural gas and propane is not a setting change. The two fuels carry very different energy per cubic foot and run at different manifold pressures, so the conversion swaps the metering parts in the valve and resets the regulator to the pressure the other fuel needs.</p><p>Going from natural gas to propane means closing the appliance down. Propane is far denser in energy, and an appliance left on natural gas orifices after a propane conversion will overfire — sooting, a lifting flame, and a heat exchanger running well past what it was designed for.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 396021/U</li><li><strong>Conversion:</strong> Natural gas to LP</li><li><strong>Valve staging:</strong> Two Stage</li><li><strong>Manifold pressure:</strong> 8 in WC to 11 in WC</li><li><strong>Category:</strong> Gas Conversion Kits</li></ul>"
universal-24-vac-standard-opening-intermittent-direct-ignition-gas-valve-1-2-x-1-2-in-set-3-5-in-wc,UPDATE,"<p>The VR8245M2530 is a gas control valve from Resideo (Honeywell Home) for universal appliances, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p>This is a <strong>universal</strong> valve, built to serve intermittent pilot and direct ignition systems both. One part number covers applications that would otherwise take two, which is why it is the valve a service truck carries.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8245M2530/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Universal</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267794015</li><li><strong>Category:</strong> Gas Valves</li></ul>"
universal-hot-surface-ignition-module,UPDATE,"<p>Universal hot surface ignition module from Resideo (Honeywell Home), part number S8910U3000/U.</p><p>The ignition control runs the light-off sequence and holds the safety logic: purge, energise the igniter, open the gas, look for flame, and lock out if it does not find one. The trial-for-ignition period is how long it will let gas flow while waiting for proof of flame, and it is a safety figure, not a preference.</p><p>Universal means one module covers a range of hot surface applications, with the timings selected on the module rather than fixed in the part number. That is what makes it a truck stock item instead of an order-per-job part.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> S8910U3000/U</li><li><strong>Type:</strong> Hot surface ignition module</li><li><strong>Universal:</strong> Yes</li><li><strong>Category:</strong> Ignition Controls</li></ul>"
universal-intermittent-pilot-burner,UPDATE,"<p>Combination intermittent pilot burner and ignitor from Resideo (Honeywell Home), part number Q345U1005/U.</p><p>A combination unit carries the pilot burner and the ignition electrode in one bracket, so the spark gap is set at the factory and cannot drift out of position during service. On an intermittent pilot system that gap is the difference between lighting on the first try and locking out.</p><p>This is a <strong>universal</strong> pilot burner: it ships with the hardware and orifices to cover a range of appliances, which is what makes it the one worth carrying on the truck rather than ordering per job.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q345U1005/U</li><li><strong>Type:</strong> Combination intermittent pilot burner and ignitor</li><li><strong>Universal:</strong> Yes</li><li><strong>UPC:</strong> 085267432269</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
universal-standing-pilot-burner,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q314U1001/U.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>This is a <strong>universal</strong> pilot burner: it ships with the hardware and orifices to cover a range of appliances, which is what makes it the one worth carrying on the truck rather than ordering per job.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q314U1001/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Universal:</strong> Yes</li><li><strong>UPC:</strong> 085267344685</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
